Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
0.21,0,0.4323280097718460435344661571,0.432328009771846,0.430068856111484,0.432328009771846,0.430068856111484,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,7362557
0.22,0,0.4343827947302465648068980985,0.434382794730247,0.432123641069885,0.434382794730247,0.432123641069885,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,7713156
0.23,0,0.4361950575294542814433123377,0.436195057529454,0.433935903869092,0.436195057529454,0.433935903869092,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,8063754
0.24,0,0.4378014164796897422472589849,0.43780141647969,0.435542262819328,0.43780141647969,0.435542262819328,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,8414351
0.25,0,0.4392322383672802352736414795,0.43923223836728,0.436973084706918,0.43923223836728,0.436973084706918,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,8764949
0.26,0,0.4406727519017962711635827599,0.440672751901796,0.438413598241434,0.440672751901796,0.438413598241434,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,9115547
0.27,0,0.4419918126424019387958612975,0.441991812642402,0.43973265898204,0.441991812642402,0.43973265898204,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,9466146
0.28,0,0.4432066064363474065014894332,0.443206606436347,0.440947452775986,0.443206606436347,0.440947452775986,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,9816743
0.29,0,0.4443317796021845689062059083,0.444331779602185,0.442072625941823,0.444331779602185,0.442072625941823,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,10167340
0.30,0,0.4453799152249663073570827659,0.445379915224966,0.443120761564604,0.445379915224966,0.443120761564604,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,10517940
0.31,0,0.4463618914320779578034261166,0.446361891432078,0.444102737771716,0.446361891432078,0.444102737771716,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,10868540
0.32,0,0.4472871355785427882298061751,0.447287135578543,0.445027981918181,0.447287135578543,0.445027981918181,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,11219140
0.33,0,0.4481638386594545358178487882,0.448163838659455,0.445904684999093,0.448163838659455,0.445904684999093,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,11569730
0.34,0,0.4489993018051851409728760226,0.448999301805185,0.446740148144823,0.448999301805185,0.446740148144823,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,11920330
0.35,0,0.4497998958908420083067071305,0.449799895890842,0.44754074223048,0.449799895890842,0.44754074223048,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,12270930
0.36,0,0.4505712859159537559793095358,0.450571285915954,0.448312132255592,0.450571285915954,0.448312132255592,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,12621530
0.37,0,0.4513185735026209543879071780,0.451318573502621,0.449059419842259,0.451318573502621,0.449059419842259,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,12972120
0.38,0,0.4520462706935292807354222543,0.452046270693529,0.449787117033167,0.452046270693529,0.449787117033167,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,13322720
0.39,0,0.4527584954484450392265930679,0.452758495448445,0.450499341788083,0.452758495448445,0.450499341788083,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,13673320
0.40,0,0.4534590333937091993362647020,0.453459033393709,0.451199879733347,0.453459033393709,0.451199879733347,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,14023920
0.41,0,0.4541512734707480569802039352,0.454151273470748,0.451892119810386,0.454151273470748,0.451892119810386,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,14374520
0.42,0,0.4548384095838908455362989798,0.454838409583891,0.452579255923529,0.454838409583891,0.452579255923529,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,14725110
0.43,0,0.4555233510908719247991473946,0.455523351090872,0.45326419743051,0.455523351090872,0.45326419743051,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,15075710
0.44,0,0.4562088482645564306579867506,0.456208848264556,0.453949694604195,0.456208848264556,0.453949694604195,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,15426310
0.45,0,0.4568974921855056306268263540,0.456897492185506,0.454638338525144,0.456897492185506,0.454638338525144,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,15776910
0.46,0,0.4575917575082481499613379941,0.457591757508248,0.455332603847886,0.457591757508248,0.455332603847886,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,16127510
0.47,0,0.4582939845494483660191974727,0.458293984549448,0.456034830889086,0.458293984549448,0.456034830889086,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,16478100
0.48,0,0.4590064356076996179271555416,0.4590064356077,0.456747281947338,0.4590064356077,0.456747281947338,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,16828700
0.49,0,0.4597313715875721183484912484,0.459731371587572,0.45747221792721,0.459731371587572,0.45747221792721,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,17179300
0.50,0,0.4604709487654654467708741503,0.460470948765465,0.458211795105104,0.460470948765465,0.458211795105104,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,17529900
0.51,0,0.4612273009671485676158652433,0.461227300967149,0.458968147306787,0.461227300967149,0.458968147306787,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,17880500
0.52,0,0.4620026794208316233533031637,0.462002679420832,0.45974352576047,0.462002679420832,0.45974352576047,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,18231090
0.53,0,0.4627992261147513065400475870,0.462799226114751,0.460540072454389,0.462799226114751,0.460540072454389,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,18581690
0.54,0,0.4636190722908121571924175394,0.463619072290812,0.46135991863045,0.463619072290812,0.46135991863045,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,18932290
0.55,0,0.4644646907951437770327259949,0.464464690795144,0.462205537134782,0.464464690795144,0.462205537134782,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,19282890
0.56,0,0.4653381674620754611151556754,0.465338167462075,0.463079013801714,0.465338167462075,0.463079013801714,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,19633490
0.57,0,0.4662420701859497333570545196,0.46624207018595,0.463982916525588,0.46624207018595,0.463982916525588,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,19984080
0.58,0,0.4671790064944358653944232512,0.467179006494436,0.464919852834074,0.467179006494436,0.464919852834074,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,20334680
0.59,0,0.4681516068051353819659983028,0.468151606805135,0.465846483560642,0.468151606805135,0.465846483560642,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,20685280
0.60,0,0.4691626201642872089089201468,0.469162620164287,0.466811527335663,0.469162620164287,0.466811527335663,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,21035880
0.61,0,0.4705860809301349422424193273,0.470586080930135,0.468189018517379,0.470586080930135,0.468189018517379,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,21386480
0.62,0,0.4720421852057701007009118922,0.47204218520577,0.469599153208883,0.47204218520577,0.469599153208883,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,21737070
0.63,0,0.4735472850705235322463892152,0.473547285070524,0.471058283489505,0.473547285070524,0.471058283489505,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,22087670
0.64,0,0.4751053545386214314866003423,0.475105354538621,0.472570383373472,0.475105354538621,0.472570383373472,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,22438270
0.65,0,0.4767202661793683459959819160,0.476720266179368,0.474139325430087,0.476720266179368,0.474139325430087,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,22788870
0.66,0,0.4783962597721059717734041725,0.478396259772106,0.475769349438693,0.478396259772106,0.475769349438693,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,23139470
0.67,0,0.4801384496255795828267308455,0.48013844962558,0.477465569708036,0.48013844962558,0.477465569708036,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,23490060
0.68,0,0.4819518505873678137170180996,0.481951850587368,0.479233001085693,0.481951850587368,0.479233001085693,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,23840660
0.69,0,0.4838424900671917649091163177,0.483842490067192,0.481077670981385,0.483842490067192,0.481077670981385,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,24191260
0.70,0,0.4858169118396311686418512145,0.485816911839631,0.483006123169693,0.485816911839631,0.483006123169693,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,24541860
0.71,0,0.4857720253267470110499431688,0.485772025326747,0.482915267072678,0.485772025326747,0.482915267072678,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,24892460
0.72,0,0.4855969332268754740748332873,0.485596933226876,0.482694205388675,0.485596933226876,0.482694205388675,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,25243050
0.73,0,0.4854211185121245241077870564,0.485421118512125,0.482472421089793,0.485421118512125,0.482472421089793,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,25593650
0.74,0,0.4852447931956727278010302378,0.485244793195673,0.48225012618921,0.485244793195673,0.48225012618921,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,25944250
0.75,0,0.4850681257621973670562626407,0.485068125762197,0.482027489171603,0.485068125762197,0.482027489171603,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,26294850
0.76,0,0.4848909887580567978240868425,0.484890988758057,0.481804382583331,0.484890988758057,0.481804382583331,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,26645450
0.77,0,0.4847135661314995551169730199,0.4847135661315,0.481580990372642,0.4847135661315,0.481580990372642,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,26996040
0.78,0,0.4845360030354182542949038190,0.484536003035418,0.48135745769243,0.484536003035418,0.48135745769243,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,27346640
0.79,0,0.4843581709514091656957066938,0.484358170951409,0.481133656024289,0.484358170951409,0.481133656024289,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,27697240
0.80,0,0.4841802172948282804727918215,0.484180217294828,0.480909732783577,0.484180217294828,0.480909732783577,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,28047840
0.81,0,0.4891522926852421925747588015,0.489152292685242,0.48583583858986,0.489152292685242,0.48583583858986,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,28398440
0.82,0,0.4941243578299703446986954628,0.49412435782997,0.490761934150456,0.49412435782997,0.490761934150456,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,28749030
0.83,0,0.4990964156189307397322168925,0.499096415618931,0.495688022355286,0.499096415618931,0.495688022355286,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,29099630
0.84,0,0.5040685523558539011417901641,0.504068552355854,0.500614189508077,0.504068552355854,0.500614189508077,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,29450230
0.85,0,0.5090407509823908357371063823,0.509040750982391,0.505540418550483,0.509040750982391,0.505540418550483,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,29800830
0.86,0,0.5140130959078566207354757911,0.514013095907857,0.510466793891818,0.514013095907857,0.510466793891818,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,30151430
0.87,0,0.5189855816585980201166759029,0.518985581658598,0.515393310058428,0.518985581658598,0.515393310058428,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,30502020
0.88,0,0.5239581644067093406923154909,0.523958164406709,0.520319923222408,0.523958164406709,0.520319923222408,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,30852620
0.89,0,0.5289310433510652757319608226,0.528931043351065,0.525246832582632,0.528931043351065,0.525246832582632,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,31203220
0.90,0,0.5339041527394836344815807607,0.533904152739484,0.530173972386919,0.533904152739484,0.530173972386919,0,0,0,0,12.9092725977257,46.246850187805404511509568452,46.246850187805404511509568452,31553820
0.91,0,0.537534700978112,0.537534700978112,0.53377915539915,0.537534700978112,0.53377915539915,0,0,0,0,13.0102293887616,46.2892781487811,46.1880752666757,31904420
0.92,0,0.548426345693998,0.548426345693998,0.544594704435843,0.548426345693998,0.544594704435843,0,0,0,0,13.1111861797976,46.3317061097568,46.1293003455461,32255010
0.93,0,0.563087905276178,0.563087905276178,0.559094766021758,0.563087905276178,0.559094766021758,0,0,0,0,13.2121429708335,46.3741340707325,46.0705254244164,32605610
0.94,0,0.57607355736671,0.57607355736671,0.571871565638547,0.57607355736671,0.571871565638547,0,0,0,0,13.3130997618695,46.4165620317082,46.0117505032867,32956210
0.95,0,0.589059209457242,0.589059209457242,0.584648365255337,0.589059209457242,0.584648365255337,0,0,0,0,13.4140565529054,46.4589899926839,45.952975582157,33306810
0.96,0,0.602044861547774,0.602044861547774,0.597425164872127,0.602044861547774,0.597425164872127,0,0,0,0,13.5150133439413,46.5014179536596,45.8942006610274,33657400
0.97,0,0.615030513638306,0.615030513638306,0.610201964488916,0.615030513638306,0.610201964488916,0,0,0,0,13.6159701349773,46.5438459146353,45.8354257398977,34008000
0.98,0,0.628016165728838,0.628016165728838,0.622978764105706,0.628016165728838,0.622978764105706,0,0,0,0,13.7169269260132,46.586273875611,45.776650818768,34358600
0.99,0,0.64100181781937,0.64100181781937,0.635755563722496,0.64100181781937,0.635755563722496,0,0,0,0,13.8178837170491,46.6287018365868,45.7178758976383,34709200
1.00,0,0.653987469909902,0.653987469909902,0.648532363339286,0.653987469909902,0.648532363339286,0,0,0,0,13.9188405080851,46.6711297975624,45.6591009765086,35059800
1.01,0,0.666973122000434,0.666973122000434,0.661309162956075,0.666973122000434,0.661309162956075,0,0,0,0,14.019797299121,46.7135577585382,45.600326055379,35410400
1.02,0,0.679958774090966,0.679958774090966,0.674085962572865,0.679958774090966,0.674085962572865,0,0,0,0,14.120754090157,46.7559857195139,45.5415511342493,35760990
1.03,0,0.692944426181498,0.692944426181498,0.686862762189655,0.692944426181498,0.686862762189655,0,0,0,0,14.2217108811929,46.7984136804896,45.4827762131196,36111590
1.04,0,0.70593007827203,0.70593007827203,0.699639561806444,0.70593007827203,0.699639561806444,0,0,0,0,14.3226676722288,46.8408416414653,45.4240012919899,36462190
1.05,0,0.7189157303625624633586178004,0.718915730362562,0.712416361423234,0.718915730362562,0.712416361423234,0,0.000000,0.000000,0,14.423624463264782704921252088,46.88326960244097078542783236,45.36522637086025874057636409,36812780
1.06,0,0.7163318483769050116808888221,0.716331848376905,0.709860013303166,0.716331848376905,0.709860013303166,0,0.000000,0.000000,0,14.417341989601802704921252088,46.838784471583360980582803151,45.324453500058397517213493926,37163380
1.07,0,0.7137758274215107515703216461,0.713775827421511,0.707331526213362,0.713775827421511,0.707331526213362,0,0.000000,0.000000,0,14.411393260915952704921252088,46.797953637066807784512246484,45.287013708542992244029730534,37513980
1.08,0,0.7112475159626819220972172102,0.711247515962682,0.704830748620123,0.711247515962682,0.704830748620123,0,0.000000,0.000000,0,14.405702866941642704921252088,46.75999657307643980775137356,45.252194746534597701787555346,37864580
1.09,0,0.7087463314292273771446076045,0.708746331429227,0.702357097952258,0.708746331429227,0.702357097952258,0,0.000000,0.000000,0,14.400119549266362704921252088,46.72432466597809510181454527,45.21944966551586153341391948,38215180
1.10,0,0.7062719502900987046129479789,0.706271950290099,0.69991025067872,0.706271950290099,0.69991025067872,0,0.000000,0.000000,0,14.394576219395292704921252087,46.690517150405116063566792146,45.188391822780875069883130282,38565780
1.11,0,0.7038241081267042572992499526,0.703824108126704,0.697489942380915,0.703824108126704,0.697489942380915,0,0.000000,0.000000,0,14.389183418214032704921252087,46.658373138684440497548892354,45.158851412731987701908671159,38916380
1.12,0,0.7014025059377933293485901674,0.701402505937794,0.695095874057594,0.701402505937794,0.695095874057594,0,0.000000,0.000000,0,14.383918796058022704921252087,46.627665489845846986558886073,45.130621106531805097748341402,39266970
1.13,0,0.6990067152054622246167849175,0.699006715205462,0.692727617190853,0.699006715205462,0.692727617190853,0,0.000000,0.000000,0,14.378762646493342704921252088,46.598216260452783725902271646,45.103538249560290835059583191,39617570
1.14,0,0.6966365655190614039800724892,0.696636565519061,0.690385001370042,0.696636565519061,0.690385001370042,0,0.000000,0.000000,0,14.373702468143412704921252088,46.569879352577359580104939976,45.077469680773321050255419799,39968170
1.15,0,0.6942916556370087015085756810,0.694291655637009,0.68806762535358,0.694291655637009,0.68806762535358,0,0.000000,0.000000,0,14.368722330197352704921252088,46.542523299126392685097767163,45.052295101331247751666303847,40318760
1.16,0,0.6910802046317890427514572133,0.691080204631789,0.68488370821395,0.691080204631789,0.68488370821395,0,0.000000,0.000000,0,14.363817617249922704921252087,46.516061488060768520186296832,45.027935841597634238480976887,40669360
1.17,0,0.6878646608976637126827749269,0.687864660897664,0.681695698345414,0.687864660897664,0.681695698345414,0,0.000000,0.000000,0,14.358973312335772704921252088,46.490407361655870981834203701,45.004312220552182086538635687,41019960
1.18,0,0.6846773754819981109081338874,0.684677375481998,0.678535946795339,0.684677375481998,0.678535946795339,0,0.000000,0.000000,0,14.354185811794292704921252087,46.465486657805128651732709931,44.981356838457678718793443223,41370560
1.19,0,0.6815183089443037415684046701,0.681518308944304,0.675404414123234,0.681518308944304,0.675404414123234,0,0.000000,0.000000,0,14.349448658079172704921252088,46.441233060828289672023402001,44.959009174996983289520907392,41721160
1.20,0,0.6783870214221646699939449995,0.678387021422165,0.672282763451388,0.678387021422165,0.672282763451388,0,0.000000,0.000000,0,14.344755103879802704921252088,46.417596492909192352847102734,44.937223325672171268521331391,42071760
1.21,0,0.6752833726674910029132522019,0.675283372667491,0.669179114696714,0.675283372667491,0.669179114696714,0,0.000000,0.000000,0,14.340102444185362704921252088,46.394536280562709815582484707,44.915962287533392879156893995,42422360
1.22,0,0.6722071778575990833166054670,0.672207177857599,0.666102919886822,0.672207177857599,0.666102919886822,0,0.000000,0.000000,0,14.335483423086832704921252087,46.371998090356594141345489654,44.895176286612669689285376775,42772950
1.23,0,0.6691582044714584505795864012,0.669158204471458,0.663053946500682,0.669158204471458,0.663053946500682,0,0.000000,0.000000,0,14.330898347902762704921252087,46.34996197771206007780320667,44.874847324965384139613990091,43123550
1.24,0,0.6661361571193185158126835120,0.666136157119319,0.660031899148542,0.666136157119319,0.660031899148542,0,0.000000,0.000000,0,14.326338450274232704921252088,46.328373002911698522700075642,44.854924941639966685640631918,43474150
1.25,0,0.6631409543244288498141509538,0.663140954324429,0.657036696353652,0.663140954324429,0.657036696353652,0,0.000000,0.000000,0,14.321806997518992704921252088,46.30722936147656118788535026,44.835407799001358173965831935,43824750
1.26,0,0.6601722799708694652022994444,0.66017227997087,0.654068022000093,0.66017227997087,0.654068022000093,0,0.000000,0.000000,0,14.317296345364632704921252088,46.286482752595336166777700329,44.816251545589666604125075595,44175340
1.27,0,0.6572299708859329083309790513,0.657229970885933,0.651125712915156,0.657229970885933,0.651125712915156,0,0.000000,0.000000,0,14.312807200088142704921252088,46.266118923005672403522038179,44.797443371120306548037687105,44525940
1.28,0,0.6543139605906422468161675071,0.654313960590642,0.648209702619866,0.654313960590642,0.648209702619866,0,0.000000,0.000000,0,14.308336588554532704921252088,46.246122456524724153570001509,44.778969042133768458164024858,44876540
1.29,0,0.6514240667907303703091564318,0.65142406679073,0.645319808819954,0.65142406679073,0.645319808819954,0,0.000000,0.000000,0,14.303880986149812704921252088,46.226455162355018694805516482,44.760793754022586011900679713,45227140
1.30,0,0.6485598270394564262254161478,0.648559827039456,0.64245556906868,0.648559827039456,0.64245556906868,0,0.000000,0.000000,0,14.299440439149772704921252088,46.207123817761210776635363842,44.742923584093528651011820232,45577740
1.31,0,0.6457552192358745002284435650,0.645755219235874,0.639650961265098,0.645755219235874,0.639650961265098,0,0.000000,0.000000,0,14.295012493199092704921252088,46.188094856924656426689321109,44.725328010450379363817972102,45928330
1.32,0,0.6430361229380038188711523614,0.643036122938004,0.636931864967227,0.643036122938004,0.636931864967227,0,0.000000,0.000000,0,14.290596346241092704921252088,46.169360549024644256557075655,44.707999957464677430910183032,46278940
1.33,0,0.6403775675145328140322513253,0.640377567514533,0.634273309543756,0.640377567514533,0.634273309543756,0,0.000000,0.000000,0,14.286189859740282704921252088,46.150906023739709091460378092,44.690925783086936523459903428,46629530
1.34,0,0.6377722028675559095356486505,0.637772202867556,0.631667944896779,0.637772202867556,0.631667944896779,0,0.000000,0.000000,0,14.281791603051862704921252088,46.132709634196222464115369077,44.674085816062643590387849554,46980130
1.35,0,0.6352166666315499775187111568,0.63521666663155,0.629112408660773,0.63521666663155,0.629112408660773,0,0.000000,0.000000,0,14.277401846005262704921252088,46.114776089411316873253870752,44.657484300964198846807935486,47330730
1.36,0,0.6327084007938350437213922819,0.632708400793835,0.626604142823058,0.632708400793835,0.626604142823058,0,0.000000,0.000000,0,14.273016618040762704921252087,46.097084205843056018062928929,44.64110172814585955824213314,47681320
1.37,0,0.6302457250965786613264243525,0.630245725096579,0.624141467125802,0.630245725096579,0.624141467125802,0,0.000000,0.000000,0,14.268638781326722704921252088,46.079633837132817843250228957,44.624938235394948685707854125,48031920
1.38,0,0.6278274732948923114151163327,0.627827473294892,0.621723215324116,0.627827473294892,0.621723215324116,0,0.000000,0.000000,0,14.264263954137202704921252087,46.062396174209835842630359468,44.608967407409028444738749033,48382520
1.39,0,0.6254525605147704133109711175,0.62545256051477,0.619348302543994,0.62545256051477,0.619348302543994,0,0.000000,0.000000,0,14.259893550853252704921252088,46.0453886639829592825464183,44.593205081572698664225167547,48733120
1.40,0,0.6231201668908725525351954795,0.623120166890873,0.617015908920096,0.623120166890873,0.617015908920096,0,0.000000,0.000000,0,14.255524868558172704921252088,46.028576350710954491318222391,44.577619481809978728585101143,49083720
1.41,0,0.6208296518751698524385505029,0.62082965187517,0.614725393904393,0.62082965187517,0.614725393904393,0,0.000000,0.000000,0,14.251159090260192704921252088,46.01197719690042689438985687,44.562226886881619889897379295,49434310
1.42,0,0.6185803309917408133030287715,0.618580330991741,0.612476073020964,0.618580330991741,0.612476073020964,0,0.000000,0.000000,0,14.246794161336202704921252087,45.995558242225164204578841369,44.546997387727543261605361568,49784910
1.43,0,0.6163718328721101857728756067,0.61637183287211,0.610267574901334,0.61637183287211,0.610267574901334,0,0.000000,0.000000,0,14.242429922894632704921252088,45.979337603676576672624848663,44.531947266122984567607405833,50135510
